gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,tenure_group,charges_group,total_services,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,0,0,0.961100247468395,1,1,1.3947857292102543,Long (>=12),High (70+),1.1053027811365044,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
1,0,1,1,-0.9038887007272457,1,1,-1.491596181640312,Short (<12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,0,0,1,0.7178408194428766,1,0,0.18587360594817412,Long (>=12),High (70+),-1.0571905044859689,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,0,0,0,-0.417369844676209,1,1,1.219701904461953,Long (>=12),High (70+),0.564679459730886,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0,0,0,0,-0.9444319387314988,1,1,0.34761771071565273,Short (<12),High (70+),-1.0571905044859689,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,1,-0.17411041665069066,1,0,0.6894480352242409,Long (>=12),High (70+),0.02405613832526769,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,-0.9038887007272457,1,0,-1.4815913916546948,Short (<12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,1,-1.2687778427655232,1,1,0.1441869810081024,Short (<12),Medium (35-70),-1.0571905044859689,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,1.0421867234769011,1,0,0.17753628096015978,Long (>=12),High (70+),1.1053027811365044,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
0,0,1,0,1.2043596754939134,1,1,1.3180823393205223,Long (>=12),High (70+),1.6459261025421226,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
1,1,0,0,-1.106604890748511,1,1,0.8878763699389824,Short (<12),High (70+),0.02405613832526769,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0,-0.7011725107059804,1,1,0.9529075048454939,Long (>=12),High (70+),0.02405613832526769,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,1.609792055536444,1,1,0.4726775855358679,Long (>=12),High (70+),1.1053027811365044,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False
1,1,0,0,-0.8228022247187395,0,1,-1.1814476920861783,Long (>=12),Low (0-35),-1.0571905044859689,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,-1.2282346047612702,1,1,0.16753149097454267,Short (<12),Medium (35-70),-1.0571905044859689,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,1,1,-1.147148128752764,1,0,0.5360412554447767,Short (<12),High (70+),-0.5165671830803507,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,1,0.1502354873833338,1,0,-1.4849263216499005,Long (>=12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,1,1,0,1.1638164374896602,1,0,-1.326517146877628,Long (>=12),Low (0-35),-1.0571905044859689,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,0,0,-0.33628336866770286,1,1,0.5160316754735425,Long (>=12),High (70+),-0.5165671830803507,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,0.9205570094641419,1,0,-1.3031726369111878,Long (>=12),Low (0-35),-1.0571905044859689,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,1,0,1.609792055536444,1,1,1.384780939224637,Long (>=12),High (70+),1.1053027811365044,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
0,0,0,0,-1.2687778427655232,1,1,-0.3110309633374806,Short (<12),Medium (35-70),-0.5165671830803507,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,1,0,0,-0.45791308268046205,1,1,0.9829218748023457,Long (>=12),High (70+),0.02405613832526769,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,1,0,-0.5795427966932212,1,1,0.9979290597807716,Long (>=12),High (70+),0.02405613832526769,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,0,0.5151246294216113,1,1,-0.48444732308817906,Long (>=12),Medium (35-70),-0.5165671830803507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,1,1,0,1.609792055536444,0,1,0.0057873862070645455,Long (>=12),Medium (35-70),1.6459261025421226,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,0,0,-1.025518414740005,1,0,-0.6962153777837435,Short (<12),Medium (35-70),-1.0571905044859689,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,-0.5389995586889682,0,1,-0.8379499025799874,Long (>=12),Medium (35-70),-0.5165671830803507,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0,0,1,-1.025518414740005,1,0,-1.5116057616115464,Short (<12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,1,1.082729961481154,1,1,0.24423488086427456,Long (>=12),High (70+),0.564679459730886,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
0,0,0,0,0.271865201396093,0,0,-0.7879259526519012,Long (>=12),Medium (35-70),0.02405613832526769,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
1,0,1,1,0.3934949154088522,1,0,1.077967379665709,Long (>=12),High (70+),0.564679459730886,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False
1,0,0,0,-1.147148128752764,1,1,-0.2793491283830262,Short (<12),Medium (35-70),-0.5165671830803507,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,1,1,-1.066061652744258,1,1,0.16753149097454267,Short (<12),Medium (35-70),-1.0571905044859689,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,1.2449029134981664,1,1,-1.5216105515971636,Long (>=12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,1,0,0,0.23132196339183994,1,1,-0.25433715341898316,Long (>=12),Medium (35-70),0.02405613832526769,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,0.23132196339183994,1,0,0.17253388596735145,Long (>=12),Medium (35-70),1.1053027811365044,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
1,1,1,0,0.10969224937908076,1,1,0.9929266647879629,Long (>=12),High (70+),0.564679459730886,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,-0.052480702637931476,1,0,-1.479923926657092,Long (>=12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0,-1.187691366757017,1,1,0.36762729068688693,Short (<12),High (70+),-1.0571905044859689,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1,-1.2687778427655232,0,0,-1.0397131672899345,Short (<12),Low (0-35),-0.5165671830803507,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0,1,1,-0.052480702637931476,1,1,0.5460460454303943,Long (>=12),High (70+),1.6459261025421226,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True
1,0,0,0,0.8800137714598889,1,0,-1.4932636466379148,Long (>=12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,-1.2282346047612702,1,0,-0.6245143828868202,Short (<12),Medium (35-70),-1.0571905044859689,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,-1.025518414740005,1,1,-1.5132732266091493,Short (<12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,1,0,0,-1.147148128752764,1,1,0.9845893397999486,Short (<12),High (70+),0.02405613832526769,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,-0.45791308268046205,1,1,-0.6611986128340831,Long (>=12),Medium (35-70),-1.0571905044859689,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,1,0,0.5556678674258644,1,0,1.18301767451469,Long (>=12),High (70+),0.564679459730886,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False
0,1,1,0,-0.052480702637931476,0,1,-0.4794449280953705,Long (>=12),Medium (35-70),0.564679459730886,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
1,1,1,0,1.082729961481154,1,1,0.6060747853440974,Long (>=12),High (70+),0.564679459730886,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
0,0,0,0,-0.9849751767357519,1,0,-0.21932038846932278,Short (<12),Medium (35-70),0.564679459730886,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
1,0,0,0,0.028605773370574645,1,0,0.5277039304567623,Long (>=12),High (70+),0.02405613832526769,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,1,1,0,1.3259893895066726,1,1,1.4881637690760152,Long (>=12),High (70+),1.6459261025421226,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
0,0,1,1,0.23132196339183994,1,0,-1.5066033666187377,Long (>=12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,1,1,1.4070758655151787,1,1,-1.518275621601958,Long (>=12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0,-0.9444319387314988,1,1,0.3159358757611981,Short (<12),High (70+),-0.5165671830803507,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,1,0,0.5151246294216113,1,0,1.6182260388890388,Long (>=12),High (70+),2.186549423947741,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True
1,0,1,1,0.271865201396093,1,0,-1.3198472868872164,Long (>=12),Low (0-35),-1.0571905044859689,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,1,0.6772975814386236,0,1,-0.852957087558413,Long (>=12),Medium (35-70),-0.5165671830803507,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,0.7178408194428766,1,1,0.5910676003656715,Long (>=12),High (70+),1.6459261025421226,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
1,0,1,1,1.1232731994854073,1,1,1.299740224346891,Long (>=12),High (70+),1.1053027811365044,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
1,1,0,0,-0.6606292727017273,0,1,-0.8596269475488246,Long (>=12),Medium (35-70),-0.5165671830803507,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,0,0,-0.7011725107059804,1,0,0.6560987352721835,Long (>=12),High (70+),2.186549423947741,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
1,1,1,1,1.2854461515024194,1,1,-1.3465267268488625,Long (>=12),Low (0-35),-1.0571905044859689,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,0,0,-0.7822589867144866,1,1,-1.4949311116355177,Long (>=12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,0,0,-0.25519689265919676,1,1,-0.4410932331505046,Long (>=12),Medium (35-70),-1.0571905044859689,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1,0,1,1,0.5151246294216113,1,0,-1.4815913916546948,Long (>=12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,-1.187691366757017,1,0,-1.4982660416307234,Short (<12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,0.8394705334556358,0,1,-0.37272716824878677,Long (>=12),Medium (35-70),1.1053027811365044,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
0,0,0,0,0.1907787253875869,1,0,-1.4999335066283264,Long (>=12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,1,0,0,1.609792055536444,1,1,1.511508279042455,Long (>=12),High (70+),1.6459261025421226,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False
0,0,1,1,0.7178408194428766,1,0,1.2763957143804505,Long (>=12),High (70+),1.1053027811365044,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True
1,0,0,0,-0.9849751767357519,1,0,1.2030272544859242,Short (<12),High (70+),0.564679459730886,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,-1.2687778427655232,1,1,-0.5444760630018822,Short (<12),Medium (35-70),-0.5165671830803507,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,1,1.4476191035194317,1,1,0.9145558099006282,Long (>=12),High (70+),2.186549423947741,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,1,1,-0.25519689265919676,1,1,0.6327542253057432,Long (>=12),High (70+),-0.5165671830803507,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,1.1232731994854073,0,0,-0.37272716824878677,Long (>=12),Medium (35-70),0.564679459730886,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False
0,1,1,0,0.1907787253875869,1,0,-1.5066033666187377,Long (>=12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,0,-0.9444319387314988,1,1,0.4026440556365471,Short (<12),High (70+),-1.0571905044859689,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,-0.7011725107059804,1,1,-0.004217403778552575,Long (>=12),Medium (35-70),0.02405613832526769,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,-0.5795427966932212,1,1,0.31260094576599257,Long (>=12),High (70+),-1.0571905044859689,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,-0.37682660667195594,1,0,-1.364868841822494,Long (>=12),Low (0-35),-1.0571905044859689,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,0.31240843940034607,1,0,-1.504935901621135,Long (>=12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,1,1,0.3529516774045991,1,1,0.32594066574681524,Long (>=12),High (70+),1.1053027811365044,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
1,0,1,1,1.609792055536444,1,1,0.8311825600204847,Long (>=12),High (70+),0.02405613832526769,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
1,1,1,0,1.5692488175321908,1,1,0.9078859499102166,Long (>=12),High (70+),1.1053027811365044,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
1,0,1,0,1.4476191035194317,0,1,-0.3560525182727581,Long (>=12),Medium (35-70),0.564679459730886,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
1,0,0,0,-1.2687778427655232,1,0,-1.5166081566043552,Short (<12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,1,1,0,-0.33628336866770286,1,1,0.9595773648359055,Long (>=12),High (70+),0.02405613832526769,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,-0.17411041665069066,1,0,-1.4965985766331207,Long (>=12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,0,0,-0.6200860346974743,1,1,1.0296108947352263,Long (>=12),High (70+),0.564679459730886,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
1,0,0,0,-1.2687778427655232,0,1,-0.9846868223690398,Short (<12),Medium (35-70),-1.0571905044859689,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,-1.2687778427655232,1,0,-1.508270831616341,Short (<12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,1,1.4476191035194317,1,0,1.56653462396335,Long (>=12),High (70+),1.6459261025421226,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,0,0,1.0421867234769011,1,0,-1.4832588566522977,Long (>=12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,1,1,1.2449029134981664,1,0,-1.3181798218896137,Long (>=12),Low (0-35),-1.0571905044859689,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,-0.8228022247187395,1,1,0.5560508354160113,Long (>=12),High (70+),-0.5165671830803507,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0,0.961100247468395,1,1,1.1163190746105753,Long (>=12),High (70+),0.564679459730886,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
1,0,0,0,1.4070758655151787,1,0,-0.47444253310256196,Long (>=12),Medium (35-70),-0.5165671830803507,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,0,0,0,0.4340381534131052,1,0,0.9862568047975513,Long (>=12),High (70+),0.02405613832526769,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
0,0,0,0,-1.106604890748511,1,0,-0.35271758827755234,Short (<12),Medium (35-70),0.02405613832526769,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,0,0,-0.9849751767357519,1,1,0.5110292804807336,Short (<12),High (70+),-0.5165671830803507,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,0,1,1.3665326275109255,1,1,-1.316512356892011,Long (>=12),Low (0-35),-1.0571905044859689,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,0,0,0.3529516774045991,1,0,0.00745485120466732,Long (>=12),Medium (35-70),0.02405613832526769,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True
1,0,0,0,-1.066061652744258,1,0,-1.4732540666666805,Short (<12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,0,-0.29574013066344984,0,0,-0.12427488360595944,Long (>=12),Medium (35-70),1.1053027811365044,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0,-0.7011725107059804,1,0,-1.5066033666187377,Long (>=12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,0,1.082729961481154,1,0,1.2113645794739387,Long (>=12),High (70+),0.564679459730886,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,0,-1.025518414740005,1,1,-0.6845431228005233,Short (<12),Medium (35-70),-1.0571905044859689,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,0,1,-0.8633454627229926,1,1,-0.3410453332943324,Short (<12),Medium (35-70),0.02405613832526769,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,1,0,0,0.961100247468395,1,1,1.3330895242989482,Long (>=12),High (70+),1.1053027811365044,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
0,0,1,0,1.4476191035194317,1,0,-0.21765292347172002,Long (>=12),Medium (35-70),0.02405613832526769,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,0,0,0,-1.2687778427655232,0,0,-1.163105577112547,Short (<12),Low (0-35),-1.0571905044859689,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,0,-0.6606292727017273,1,1,0.9895917347927573,Long (>=12),High (70+),0.564679459730886,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
0,0,1,0,0.4340381534131052,1,1,0.002452456211858523,Long (>=12),Medium (35-70),0.02405613832526769,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
1,1,0,0,-1.2282346047612702,1,1,0.9695821548215227,Short (<12),High (70+),0.02405613832526769,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0,-1.2687778427655232,1,1,0.15252430599611674,Short (<12),Medium (35-70),-1.0571905044859689,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,-0.37682660667195594,1,1,0.6327542253057432,Long (>=12),High (70+),-0.5165671830803507,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,0.961100247468395,1,1,0.9895917347927573,Long (>=12),High (70+),0.564679459730886,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,1,1,-1.066061652744258,1,1,-0.5211315530354422,Short (<12),Medium (35-70),-0.5165671830803507,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,-0.417369844676209,1,1,0.7411394501499298,Long (>=12),High (70+),0.02405613832526769,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,0,0,1,0.7178408194428766,1,0,-1.4882612516451064,Long (>=12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,0,0,1.0016434854726481,1,0,-1.4749215316642834,Long (>=12),Low (0-35),-1.0571905044859689,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,0,0,-0.2146536546549437,1,0,-0.5261339480282508,Long (>=12),Medium (35-70),-1.0571905044859689,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
